slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology
50,1,50,6,50,3,50,4,50,4,25,1,50,4,9,6,50,2,50,4,50,4,50,6,72,5,50,3,50,6,50,2,21,6,84,6,50,4,50,1,5,2,7,2,4,7,4,4,7,5,5,2,4,7,2,4,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
55,3,40,4,62,3,55,3,50,2,54,1,65,3,50,1,60,2,45,3,74,3,50,1,92,6,57,3,61,3,40,3,50,3,40,3,50,2,56,2,4,1,4,3,4,4,4,4,4,4,2,4,1,4,2,4,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3,30,2,8,6,58,6,40,2,51,2,0,6,1,6,45,6,0,6,45,6,37,6,42,2,47,5,2,6,68,3,68,5,34,6,1,6,0,6,4,4,2,4,4,4,1,1,2,1,1,2,4,1,1,3,5,2,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,40,1,30,1,60,4,25,1,40,1,40,6,37,3,80,5,40,3,60,6,70,6,50,1,70,5,80,6,75,2,60,2,65,6,70,5,20,3,2,4,5,1,5,3,3,4,1,1,1,1,4,1,1,3,2,1,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,50,1,40,2,70,4,50,1,50,1,45,6,45,2,65,5,55,3,40,4,55,4,50,1,50,3,40,4,50,2,50,3,50,3,75,4,40,3,5,5,4,1,7,5,2,5,1,2,1,3,4,4,1,2,5,3,2,1,3
40,3,40,6,70,4,19,5,2,6,60,2,38,1,50,4,50,1,36,4,80,5,51,6,42,6,44,1,50,3,55,2,50,4,40,4,20,5,63,2,4,2,5,2,2,5,5,5,5,5,4,2,2,5,4,5,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,40,2,10,4,95,6,40,1,50,1,60,5,30,2,50,1,35,3,80,5,90,6,50,1,65,3,60,2,41,2,70,3,40,2,80,4,60,4,3,5,7,2,5,4,3,4,2,3,3,2,4,4,4,4,4,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4,50,2,70,2,33,3,71,2,46,1,20,6,5,6,27,4,6,6,31,6,30,4,50,1,7,3,29,4,40,2,44,3,46,3,31,3,29,6,3,4,5,3,5,5,2,2,3,3,1,3,4,2,4,4,5,4,2,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3,19,2,35,2,90,5,44,3,67,1,56,2,45,3,50,4,31,5,43,4,58,3,64,2,61,2,37,4,33,3,56,4,64,4,43,5,29,4,5,5,4,3,5,4,4,3,4,5,3,4,3,2,5,3,4,4,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,28,4,74,1,100,6,67,1,23,1,0,1,68,3,82,6,16,6,100,6,88,6,51,1,24,3,80,1,69,6,67,6,94,6,26,2,41,5,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,3
34,4,46,6,76,1,9,6,29,5,25,4,43,2,23,4,50,1,18,6,91,2,13,5,60,2,50,1,29,4,50,1,75,4,76,3,50,2,49,1,5,2,5,2,4,7,4,4,3,3,5,1,7,4,2,4,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
26,4,34,4,100,4,50,6,0,6,50,1,50,2,50,2,50,1,50,4,50,3,20,4,30,5,50,3,50,4,50,1,50,3,34,5,50,4,50,3,3,1,7,2,1,7,3,4,4,3,3,1,1,4,2,7,3,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,50,1,40,1,90,4,30,1,50,1,25,5,30,1,60,1,15,3,50,3,65,2,50,1,65,1,60,2,70,2,75,2,50,5,70,4,10,5,5,5,5,2,7,4,4,5,3,3,3,4,4,4,2,3,5,4,1,1,2
40,4,43,6,67,3,47,5,50,2,36,3,31,2,47,2,52,2,47,2,81,4,50,1,84,6,45,2,57,3,50,2,55,3,56,3,47,2,60,3,7,1,4,4,5,5,5,4,5,5,2,2,1,5,3,5,3,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
50,6,50,6,50,1,50,6,50,6,50,1,50,1,50,4,50,1,50,5,50,6,50,6,50,6,50,4,50,5,50,1,50,5,50,5,50,4,50,1,4,4,4,1,4,5,5,5,5,4,4,5,4,4,3,7,4,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,50,3,50,2,60,5,40,1,50,1,30,6,20,4,60,5,10,2,45,6,50,5,70,2,40,1,50,6,30,5,70,5,10,5,30,5,0,4,5,5,7,5,5,5,2,2,2,3,1,3,5,2,2,2,4,2,3,2,6
28,4,46,6,70,1,35,5,10,2,36,3,15,2,40,2,60,1,10,2,73,4,45,2,73,6,39,2,65,3,37,1,60,4,73,5,15,2,60,2,4,2,5,3,7,5,7,4,5,5,1,5,2,7,2,7,3,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,40,1,35,2,93,3,45,1,55,1,40,3,39,2,78,3,17,4,58,2,40,2,33,1,41,2,46,1,56,1,61,2,29,4,27,5,18,5,4,4,4,5,5,5,4,5,3,4,2,3,4,2,4,4,4,2,1,1,5
28,3,54,4,72,5,6,6,41,3,82,6,55,4,48,5,83,6,29,4,50,4,17,2,60,5,81,6,66,5,34,4,61,4,46,5,44,4,46,1,4,4,5,1,5,5,4,5,4,2,4,1,5,5,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
70,4,50,5,30,1,50,4,40,2,60,4,30,1,30,5,50,2,60,3,70,4,50,4,70,5,30,3,50,4,50,2,40,4,60,3,35,4,50,1,4,3,5,2,4,4,4,4,4,3,2,1,3,4,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,60,1,60,3,80,4,70,2,50,1,40,4,29,4,50,4,0,6,50,5,50,5,50,1,30,4,50,4,65,3,50,3,50,1,0,6,50,1,2,3,4,2,4,3,4,4,2,5,1,5,2,2,5,2,4,2,1,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,30,1,15,2,80,2,20,1,20,1,30,4,30,1,70,2,10,3,30,5,20,3,30,1,80,3,10,3,20,1,70,2,20,5,10,4,0,2,1,2,4,3,4,2,3,4,1,2,2,3,2,1,2,3,2,1,1,3,6
1,3,20,6,80,1,50,6,0,6,50,1,50,1,50,3,50,1,10,6,70,2,50,6,20,6,40,2,50,3,50,1,0,6,20,6,0,6,60,2,7,1,7,1,1,4,7,3,5,1,7,1,1,7,7,4,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,31,3,63,2,76,4,40,2,50,1,21,5,31,4,32,3,7,5,71,3,26,5,38,1,33,4,39,5,42,2,67,3,27,4,10,6,20,5,4,4,4,5,3,4,1,2,2,3,1,2,4,2,1,3,4,2,1,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2,34,2,39,3,95,6,44,4,50,2,50,5,45,2,75,5,21,5,50,3,70,5,60,2,60,2,58,5,60,3,50,5,50,6,71,6,5,6,4,4,5,1,4,4,4,5,4,3,2,3,4,3,4,4,4,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3,35,2,14,4,100,6,47,2,20,2,20,5,15,5,60,6,10,6,61,6,35,5,40,2,20,3,71,5,60,3,80,5,9,4,8,5,11,5,4,5,5,5,4,7,3,4,3,5,1,4,4,4,4,1,5,4,2,4,5
28,4,46,6,38,1,7,5,26,3,50,2,33,1,8,5,39,1,18,4,64,2,25,4,55,3,35,3,32,3,50,1,40,3,49,1,35,2,27,3,3,1,4,1,4,5,7,1,5,3,5,3,4,5,1,5,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2,52,1,8,3,72,2,39,1,60,1,44,6,32,3,42,3,9,5,46,6,46,6,53,1,81,2,71,5,40,2,61,2,58,4,0,5,45,3,5,5,5,5,5,5,4,4,4,4,1,3,5,5,5,3,5,4,1,2,7
15,6,45,6,75,1,20,6,5,6,50,3,20,3,25,2,55,2,25,4,80,4,40,4,66,6,40,5,20,5,45,1,30,6,30,4,20,5,30,2,1,1,5,1,1,5,3,2,4,1,2,1,1,1,1,4,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,49,1,50,1,80,1,49,1,49,2,50,6,30,5,50,1,50,1,55,5,50,6,50,1,40,5,50,1,50,1,50,5,50,5,10,6,50,1,3,5,5,5,5,5,5,3,3,3,2,4,4,2,5,5,3,3,1,5,5
40,5,40,6,50,2,30,6,40,5,50,2,50,4,25,6,50,2,50,4,40,5,50,5,40,6,50,3,20,5,50,2,40,4,23,6,30,6,50,1,5,3,5,2,4,4,4,5,5,5,4,3,2,7,4,5,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
35,3,50,6,50,3,33,5,50,4,50,2,51,2,50,1,46,3,50,4,68,3,50,4,50,6,40,2,50,3,50,2,34,3,51,3,44,1,50,3,5,2,7,3,4,7,2,5,7,5,4,5,7,7,3,7,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,50,2,50,2,50,2,49,2,50,2,50,4,50,2,50,2,50,2,50,4,50,4,50,1,50,1,50,2,50,2,50,2,50,5,20,5,50,2,5,5,7,4,5,5,4,3,3,4,1,4,4,2,1,3,4,1,1,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,16,1,16,4,72,5,50,1,39,1,15,6,26,2,34,3,5,6,50,5,37,6,50,1,15,2,20,6,50,1,61,2,41,6,5,6,2,6,2,5,5,2,5,4,1,3,1,1,1,1,4,1,1,2,4,1,1,1,7
10,5,30,3,60,2,45,4,10,5,50,1,50,1,50,2,50,1,40,4,70,3,45,3,50,3,50,1,50,1,50,1,30,2,40,2,40,5,40,3,5,3,5,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
50,4,72,6,73,5,40,6,54,4,60,5,41,5,16,5,64,5,72,5,96,6,40,5,89,5,68,4,68,5,67,5,85,5,88,6,17,5,70,5,3,1,4,3,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1,22,1,15,3,87,5,34,1,50,3,63,5,50,3,70,3,80,3,76,4,80,6,50,1,62,3,65,3,29,2,19,3,50,3,70,3,10,6,4,5,5,2,5,5,2,7,3,3,1,1,4,4,1,4,7,4,2,2,5
18,4,50,6,35,1,11,6,50,2,79,1,50,1,23,1,50,1,8,5,68,5,23,5,50,1,50,1,50,1,50,1,75,1,76,3,50,1,50,1,4,1,4,1,4,3,4,3,4,2,1,2,5,5,1,5,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
29,4,52,5,47,1,0,6,43,3,52,1,46,3,14,5,57,1,25,4,49,2,12,4,54,3,60,1,43,2,50,2,52,3,40,4,34,5,43,1,2,2,2,1,3,5,2,1,5,3,1,1,7,3,1,2,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,50,1,40,2,70,3,75,1,45,1,10,6,50,2,40,4,10,6,50,5,55,4,35,1,50,3,36,5,80,6,65,6,40,6,5,6,40,5,4,4,4,4,5,4,1,3,1,3,1,3,4,3,1,7,7,2,1,5,7
30,4,40,6,65,1,35,6,25,5,55,1,55,2,45,3,75,2,20,6,80,2,45,2,60,4,85,2,90,3,40,2,75,5,90,3,85,4,80,2,4,1,4,1,1,5,5,2,5,2,5,3,5,5,2,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
31,3,30,6,65,1,25,6,21,6,50,1,50,2,27,1,64,1,24,5,66,4,31,4,61,5,37,3,36,4,50,1,61,3,50,1,41,3,50,1,4,2,5,3,2,5,5,5,5,3,4,2,4,5,2,4,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,33,1,50,1,100,6,34,1,31,1,28,6,25,5,50,1,13,5,42,6,38,6,50,1,33,3,33,5,50,1,50,1,41,2,17,5,19,5,2,4,5,7,5,4,3,4,3,4,1,3,5,5,4,3,5,2,2,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,50,1,75,3,100,5,50,1,50,1,50,2,55,1,60,2,20,5,65,4,75,3,60,3,50,1,100,3,50,1,50,3,50,1,10,6,0,5,5,5,5,2,4,4,1,4,1,1,1,1,2,2,1,4,7,2,1,1,5
50,3,49,6,80,1,20,6,8,6,70,2,15,5,35,3,50,1,25,6,85,1,20,5,65,6,30,6,50,4,50,3,50,4,10,6,15,6,50,1,4,1,5,1,1,4,1,3,4,1,4,1,3,1,1,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
18,4,49,4,50,2,15,5,40,3,30,2,31,4,29,2,50,1,12,5,50,3,50,2,70,4,39,2,50,3,31,2,50,4,50,2,31,4,50,2,4,2,5,2,3,5,5,5,5,3,5,5,5,5,5,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2,45,2,37,3,57,2,46,2,41,2,3,5,46,2,38,2,19,4,31,5,18,6,50,1,46,2,22,6,49,1,50,1,33,3,4,5,36,3,4,5,3,2,4,5,1,3,4,2,1,1,7,4,1,3,4,2,1,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,50,1,15,3,65,3,40,1,50,1,42,5,25,3,50,1,15,4,45,3,45,3,50,1,55,1,38,4,40,2,65,3,40,5,25,6,0,5,4,4,4,3,5,4,1,2,1,3,1,3,4,3,1,3,4,2,1,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,50,1,50,3,50,1,50,1,50,6,50,2,50,4,8,6,50,6,50,1,50,1,50,1,50,2,50,1,50,4,50,1,50,6,50,1,4,5,2,2,5,5,1,2,1,1,1,1,4,1,4,4,4,1,1,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,33,2,9,4,72,5,56,1,34,1,7,6,33,4,91,2,0,6,50,1,50,1,66,1,66,3,74,3,45,2,80,4,49,6,11,4,5,5,5,5,7,1,5,5,1,5,7,7,1,7,3,1,7,4,5,2,1,4,5
8,6,13,6,65,4,3,6,1,6,78,3,24,4,50,2,50,2,1,6,67,3,7,6,78,2,50,4,20,4,50,2,50,4,2,6,50,2,50,5,2,1,7,1,1,7,4,7,7,1,4,1,5,3,1,4,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
50,5,50,6,60,2,25,6,50,5,60,5,50,2,35,5,50,2,25,5,50,5,50,4,70,6,35,5,60,5,50,3,25,6,30,6,50,3,25,2,5,3,4,3,4,5,3,4,4,4,5,4,5,5,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2,20,3,10,5,85,6,38,2,30,2,0,6,10,6,22,4,2,6,65,4,40,6,30,4,15,5,5,6,26,3,70,4,13,6,5,6,0,6,4,3,2,3,3,3,1,3,3,4,1,3,2,1,1,3,3,1,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,64,6,3,6,39,5,53,2,59,2,73,6,9,5,75,5,14,6,40,4,61,3,63,5,60,4,44,4,60,2,57,3,58,5,57,6,39,5,4,2,4,3,3,7,3,2,5,3,5,4,5,4,2,4,2,5,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3,50,1,21,2,75,6,99,1,50,1,50,6,50,1,67,1,20,6,50,3,50,1,50,1,33,3,50,1,50,1,60,1,50,1,0,6,0,6,4,4,5,5,7,3,2,2,4,4,1,5,3,2,4,1,4,3,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2,35,2,10,2,86,3,52,1,63,1,50,5,36,1,66,2,15,4,50,3,50,2,75,1,40,1,33,5,50,2,81,1,10,2,5,5,30,3,3,3,3,2,4,3,1,3,2,3,1,2,3,1,1,2,4,1,1,2,6
13,3,53,6,73,2,24,5,10,5,23,3,33,1,3,5,77,2,17,4,86,4,43,5,65,3,66,1,54,4,25,1,34,3,92,3,33,2,50,1,5,3,4,2,4,5,7,4,5,4,4,3,4,5,4,4,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
29,2,47,5,76,1,34,6,38,5,55,2,46,2,1,6,46,2,30,5,75,4,46,4,54,6,47,3,48,2,50,1,45,3,54,4,47,3,46,1,5,2,7,2,4,5,5,3,7,2,5,2,4,5,3,7,3,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,5,43,2,38,2,38,2,50,2,45,2,53,3,49,2,51,2,47,3,48,3,49,3,48,2,52,2,53,3,46,2,47,2,54,2,45,3,47,2,4,5,5,5,4,5,4,4,4,5,3,4,5,5,4,5,5,4,3,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,50,1,50,1,80,1,50,1,50,1,30,6,50,3,50,1,20,6,50,1,50,2,50,1,40,2,50,2,50,1,50,2,50,2,10,6,40,3,2,3,4,3,4,4,1,2,3,4,1,4,3,1,1,2,4,2,1,2,7
10,5,20,5,40,4,3,6,2,6,45,4,30,3,20,3,60,2,8,5,18,4,5,4,35,4,35,4,26,5,5,5,29,4,3,5,26,4,61,3,1,1,4,1,1,4,3,2,4,2,2,1,2,2,2,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
60,3,70,6,50,2,30,6,50,1,70,4,40,3,20,4,70,2,50,4,72,4,50,4,80,6,61,4,60,4,61,3,71,4,50,3,30,4,50,2,4,3,4,2,4,4,3,4,3,3,4,3,4,3,2,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
20,2,4,5,50,2,40,4,50,3,30,1,50,4,25,1,50,2,6,6,50,1,50,4,50,5,50,1,50,3,26,1,50,3,30,2,0,6,50,1,2,1,4,1,1,1,2,3,4,1,3,1,1,3,3,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,40,2,30,3,61,4,50,2,50,2,50,5,30,4,50,4,10,5,50,4,50,4,50,2,29,3,50,5,50,3,50,4,50,4,10,6,0,6,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,2,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,30,1,11,3,97,5,31,1,60,1,50,3,10,3,68,1,0,5,50,6,16,6,48,1,33,2,19,3,56,2,33,3,50,1,32,3,0,6,3,5,4,1,5,5,4,5,4,3,2,3,4,3,4,3,3,1,3,1,5
20,6,20,6,90,1,10,6,10,6,50,1,30,6,50,1,50,1,30,6,70,1,10,6,30,6,40,1,50,1,50,1,30,4,20,6,20,6,80,1,1,1,7,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,17,5,18,5,75,5,28,5,23,4,58,5,34,5,79,6,29,6,68,5,32,5,12,4,33,4,73,5,75,5,78,6,32,5,23,5,23,5,5,5,5,7,5,4,5,5,7,5,4,5,5,4,4,5,5,7,5,4,7
50,5,60,5,90,1,50,3,15,5,71,1,50,1,63,1,69,1,11,5,86,1,50,5,50,1,69,1,50,3,62,1,50,4,71,1,50,1,83,1,4,3,7,4,1,7,4,4,5,2,7,3,7,5,3,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,40,2,10,4,75,5,26,1,55,1,55,6,20,3,60,2,20,5,45,3,60,5,55,1,60,3,40,5,60,1,60,2,40,5,25,4,0,6,4,5,5,4,5,4,2,4,7,4,1,3,4,4,2,4,5,3,2,1,6
45,4,50,6,50,1,40,5,20,4,35,3,50,1,50,2,50,1,50,3,50,1,50,5,50,6,50,1,50,1,50,1,50,4,50,4,50,1,50,1,5,1,5,4,5,5,5,4,5,5,4,3,3,5,2,4,4,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,40,1,40,1,70,5,50,1,60,1,50,5,30,4,70,3,20,4,50,1,50,1,70,1,30,2,50,1,50,1,50,2,40,4,30,4,40,5,5,5,5,1,5,5,4,4,4,5,3,5,4,4,5,4,4,3,2,3,6
40,4,50,5,50,1,25,4,20,5,50,1,40,2,75,1,50,1,10,5,50,1,50,5,10,5,50,1,30,4,50,1,50,3,20,4,50,4,50,2,4,2,7,2,3,5,4,7,5,2,5,4,1,4,2,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
