Slant_Anthro,Polit_Anthro,Slant_EnvSci,Polit_EnvSci,Slant_Comm,Polit_Comm,Slant_Music,Polit_Music,Slant_PoliSci,Polit_PoliSci,Slant_Math,Polit_Math,Slant_Chem,Polit_Chem,Slant_CompSci,Polit_CompSci,Slant_Phil,Polit_Phil,Slant_Bio,Polit_Bio,Slant_Soc,Polit_Soc,Slant_Art,Polit_Art,Slant_EthnStud,Polit_EthnStud,Slant_ReligStud,Polit_ReligStud,Slant_SocWork,Polit_SocWork,Trust_Anthro,Trust_EnvSci,Trust_Comm,Trust_Music,Trust_PoliSci,Trust_Math,Trust_Chem,Trust_CompSci,Trust_Phil,Trust_Bio,Trust_Soc,Trust_Art,Trust_EthnStud,Trust_ReligStud,Trust_SocWork,Approp_Anthro,Approp_EnvSci,Approp_Comm,Approp_Music,Approp_PoliSci,Approp_Math,Approp_Chem,Approp_CompSci,Approp_Phil,Approp_Bio,Approp_Soc,Approp_Art,Approp_EthnStud,Approp_ReligStud,Approp_SocWork,Skept_Anthro,Skept_EnvSci,Skept_Comm,Skept_Music,Skept_PoliSci,Skept_Math,Skept_Chem,Skept_CompSci,Skept_Phil,Skept_Bio,Skept_Soc,Skept_Art,Skept_EthnStud,Skept_ReligStud,Skept_SocWork,Slant_Educ,Polit_Educ,Slant_ForLang,Polit_ForLang,Slant_Psych,Polit_Psych,Slant_Econ,Polit_Econ,Slant_Eng,Polit_Eng,Slant_Bus,Polit_Bus,Slant_Phys,Polit_Phys,Slant_Nurs,Polit_Nurs,Slant_Hist,Polit_Hist,Slant_EarthSci,Polit_EarthSci,Slant_IT,Polit_IT,Slant_Lit,Polit_Lit,Slant_PubHealth,Polit_PubHealth,Slant_CrimJust,Polit_CrimJust,Slant_GenStud,Polit_GenStud,Trust_Educ,Trust_ForLang,Trust_Psych,Trust_Econ,Trust_Eng,Trust_Bus,Trust_Phys,Trust_Nurs,Trust_Hist,Trust_EarthSci,Trust_IT,Trust_Lit,Trust_PubHealth,Trust_CrimJust,Trust_GenStud,Approp_Educ,Approp_ForLang,Approp_Psych,Approp_Econ,Approp_Eng,Approp_Bus,Approp_Phys,Approp_Nurs,Approp_Hist,Approp_EarthSci,Approp_IT,Approp_Lit,Approp_PubHealth,Approp_CrimJust,Approp_GenStud,Skept_Educ,Skept_ForLang,Skept_Psych,Skept_Econ,Skept_Eng,Skept_Bus,Skept_Phys,Skept_Nurs,Skept_Hist,Skept_EarthSci,Skept_IT,Skept_Lit,Skept_PubHealth,Skept_CrimJust,Skept_GenStud,Ideology,PolParty
46,2,45,2,44,3,46,1,46,5,46,1,44,2,43,3,46,4,48,2,45,3,46,3,48,3,45,3,47,2,4,4,4,4,2,4,3,4,3,4,3,4,3,3,3,2,2,4,2,5,2,2,2,3,3,2,2,4,4,2,7,5,5,4,7,4,3,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5,20,4,10,6,80,5,70,2,80,6,50,2,30,2,40,2,20,4,90,1,50,1,10,5,19,5,0,6,3,4,3,5,7,2,7,5,3,7,5,4,4,2,3,7,2,1,5,1,7,1,1,5,1,1,2,7,7,3,5,4,3,1,1,3,1,3,4,1,2,2,7,7,4,3,3
48,3,17,6,53,5,47,3,45,5,50,2,50,1,30,2,48,5,47,5,45,5,47,4,20,6,80,6,40,5,3,5,3,3,4,4,4,4,3,4,5,4,5,2,4,3,4,3,1,5,1,1,1,4,1,4,1,4,2,5,4,4,3,2,5,2,2,2,7,2,4,2,4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
51,4,92,6,29,5,30,3,62,5,62,5,42,4,14,1,10,5,76,3,72,4,12,4,32,2,87,5,73,5,4,7,4,4,5,7,5,7,5,7,4,5,4,3,4,5,7,5,4,5,4,5,7,5,5,4,4,4,4,5,5,5,7,5,7,4,5,5,5,5,5,5,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,0,1,50,5,75,6,65,1,60,6,35,2,50,5,50,6,0,6,60,3,0,6,25,6,85,6,40,5,5,7,4,4,7,4,7,7,5,7,4,5,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,5,1,5,2,1,7,1,1,1,5,7,5,5,3
10,5,30,2,30,3,50,1,30,4,60,1,40,1,50,2,20,4,30,2,20,4,30,2,50,3,60,3,40,3,2,4,3,4,2,4,4,4,3,3,3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,2,7,2,2,3,7,5,5,3,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,26,4,22,4,64,3,43,2,69,1,21,5,68,2,63,4,31,4,43,1,31,4,35,2,61,2,18,4,4,4,4,5,5,4,4,4,5,3,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,1,2,3,1,4,2,1,4,5,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,51,3,6,5,51,4,53,1,18,4,51,1,41,2,67,3,21,5,51,1,6,5,16,5,36,4,0,6,2,5,2,2,7,2,5,4,4,2,5,3,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,7,5,1,4,1,1,1,1,1,1,2,1,2,5,1,5,7,1
50,1,33,3,53,1,50,1,61,3,54,1,49,1,51,1,51,3,67,2,59,3,53,2,51,1,67,4,33,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,3,1,3,1,1,1,2,1,2,1,1,3,1,2,2,3,2,4,2,2,2,4,2,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
30,5,35,2,50,3,10,2,40,4,25,3,40,3,76,2,50,2,40,2,15,4,20,4,10,5,45,3,10,6,5,7,7,5,5,5,7,7,4,7,5,7,3,5,4,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,4,3,3,3,3,3,3,3,5,3,4,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
50,3,50,2,54,2,50,1,50,5,50,1,50,1,54,1,57,1,50,1,46,3,NA,1,25,5,63,3,46,2,7,5,5,7,5,5,5,5,7,5,7,5,NA,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,7,3,4,2,7,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
55,2,55,2,55,2,25,1,60,3,35,1,35,1,40,1,60,2,40,2,30,2,35,2,30,3,55,2,25,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
51,2,0,6,50,4,36,3,30,5,40,3,40,3,0,5,61,4,10,3,0,6,36,2,0,6,72,4,0,6,3,3,3,3,1,4,4,3,7,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,2,2,2,2,2,7,2,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,40,1,28,3,74,5,50,1,79,4,31,3,30,2,50,1,20,6,50,1,33,2,26,3,67,4,9,6,4,1,4,2,2,1,2,7,3,3,2,2,5,2,4,4,1,1,1,1,1,1,5,1,1,1,1,4,5,1,4,1,3,1,3,1,1,1,1,2,1,1,1,2,1,3,2
35,4,34,4,50,2,19,5,51,5,60,2,50,2,51,2,28,4,30,5,21,5,17,5,31,4,68,5,39,5,5,5,3,4,4,5,5,5,4,5,5,4,5,2,5,3,1,1,4,4,1,2,2,2,2,4,5,4,1,5,3,3,3,3,3,2,2,2,4,2,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
37,4,30,3,40,4,25,4,50,6,37,1,40,1,40,2,30,3,31,2,38,4,27,3,19,4,83,5,27,5,5,7,4,5,4,5,5,5,7,5,5,5,5,4,5,3,3,4,4,7,1,1,1,3,3,3,3,5,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5,72,4,74,5,64,5,73,4,74,4,70,5,70,5,66,4,62,4,63,4,65,4,63,5,74,4,68,5,5,3,4,5,4,4,3,4,3,5,4,5,5,4,5,3,5,3,4,4,5,5,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,5,3,5,3,4,4,3,5,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,55,4,30,3,50,4,50,3,35,3,30,3,30,3,50,4,40,3,20,3,50,4,65,4,70,4,20,5,5,5,3,4,4,4,5,5,5,5,4,4,4,2,4,3,5,3,5,5,2,5,5,4,5,3,5,4,2,5,3,2,3,4,4,5,2,3,2,3,5,2,5,3,5,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,34,2,43,2,57,3,57,1,58,3,43,2,51,1,50,3,30,3,50,1,40,2,38,2,49,1,37,2,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,2,2,2,2,1,2,1,1,2,1,1,1,1,3,2,2,1,2,1,1,3,1,1,3,2,2,1,1,1,4,3,3
40,1,15,1,50,1,50,1,30,5,50,1,50,1,50,1,20,5,50,1,35,3,25,2,0,4,70,5,30,1,4,5,4,5,1,5,5,5,5,4,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,5,2,2,2,3,2,4,3,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
51,2,51,3,51,4,69,4,51,4,49,3,51,2,36,3,51,3,51,3,51,4,33,4,51,4,58,4,50,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
55,4,39,4,50,4,45,4,45,6,40,3,35,2,51,4,61,3,44,3,39,4,56,3,31,4,63,5,40,3,3,4,3,3,2,5,5,4,3,5,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,30,2,29,2,70,3,58,2,67,4,48,2,28,1,50,2,35,2,38,2,56,2,30,2,74,4,25,2,5,4,4,3,4,2,5,5,4,4,3,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,2,1,3,1,2,1,2,5,1,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,25,3,35,5,55,5,45,3,65,5,45,3,37,3,24,3,25,3,45,3,25,3,30,3,45,5,15,6,3,4,3,1,3,1,3,3,5,5,3,5,5,3,4,5,2,5,5,1,5,1,3,2,2,2,4,5,5,5,3,2,7,7,2,7,2,3,2,2,2,2,2,7,4,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,49,1,26,2,63,2,50,1,36,4,51,1,22,1,52,3,51,1,51,1,30,2,12,4,33,3,7,4,4,5,4,4,5,4,5,5,4,5,5,5,5,5,5,4,2,4,2,1,4,1,2,1,1,1,4,4,5,5,5,4,5,2,2,5,2,2,5,2,2,2,4,5,5,1,2
51,3,43,2,50,1,49,1,48,5,51,1,50,1,50,1,49,2,48,1,47,1,50,1,46,3,58,3,49,2,7,5,5,5,5,5,7,5,5,7,5,5,7,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,33,3,40,3,80,2,82,1,37,4,90,1,63,1,31,5,31,3,50,1,72,2,22,4,35,3,8,6,3,3,4,5,5,4,5,5,3,7,5,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,2,5,3,2,4,3,1,1,7,2,7,5,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,30,6,56,2,46,2,55,1,50,2,51,1,48,1,70,5,15,2,50,1,60,5,35,5,80,6,20,5,5,2,2,4,5,4,5,5,1,3,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,1,2,1,1,7,4,1,1,4,7,5,4,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,28,2,19,4,80,4,63,3,80,5,20,3,35,3,20,4,11,5,61,2,9,4,31,3,61,4,5,6,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,3,4,2,2,2,2,4,4,2,3,2,4,5,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,32,4,41,2,29,3,83,2,76,5,50,1,53,1,40,3,16,5,53,1,25,4,36,3,35,3,0,6,1,1,2,2,5,4,2,2,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,4,3,4,3,3,4,7,5,2,4,7,3,7,7,1
10,6,30,2,50,2,15,4,35,6,45,1,30,3,50,2,25,4,25,3,10,5,5,6,10,5,65,4,20,4,2,4,3,4,2,7,7,7,3,4,2,4,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,7,2,2,2,4,4,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,44,1,40,1,50,2,50,1,50,1,50,1,50,1,50,1,38,3,40,2,46,1,45,2,50,2,43,2,5,5,5,3,3,3,4,5,4,5,4,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
38,2,37,3,50,1,51,1,50,5,50,1,29,2,49,1,10,4,35,2,41,2,19,1,23,3,98,6,33,3,3,4,4,4,3,7,7,5,3,7,4,3,4,3,5,3,4,1,1,5,1,1,1,3,4,3,1,3,7,1,3,5,2,3,3,2,4,3,7,2,3,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
